call_root_type,method_name,method_call,line_no,call_root,call_root_line_no,qualifying_name,call_root_package,relative_file_path,repository_name,file_path
assignment_import,fit,"svClassifierPolyPCA.fit(X_train2, y_train2)",135,"svClassifierPolyPCA = SVC(kernel=""poly"", degree=8)",134.0,sklearn.svm.SVC.fit,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit_transform,principal_cmpmts = pca.fit_transform(X),149,pca = PCA(n_components = 6),148.0,sklearn.decomposition.PCA.fit_transform,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit,"svClassifierRbfPCA.fit(X_train2, y_train2)",159,"svClassifierRbfPCA = SVC(kernel=""rbf"")",158.0,sklearn.svm.SVC.fit,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit_transform,principal_cmpmts = kpca.fit_transform(X),210,kpca = KernelPCA(n_components = 6),209.0,sklearn.decomposition.KernelPCA.fit_transform,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit,"svClassifierLinearKPCA.fit(X_train2, y_train2)",221,"svClassifierLinearKPCA = SVC(kernel=""linear"")",220.0,sklearn.svm.SVC.fit,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit_transform,principal_cmpmts = kpca.fit_transform(X),236,kpca = KernelPCA(n_components = 6),235.0,sklearn.decomposition.KernelPCA.fit_transform,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit,"svClassifierPolyKPCA.fit(X_train2, y_train2)",247,"svClassifierPolyKPCA = SVC(kernel=""poly"", degree=8)",246.0,sklearn.svm.SVC.fit,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit_transform,principal_cmpmts = kpca.fit_transform(X),261,kpca = KernelPCA(n_components = 6),260.0,sklearn.decomposition.KernelPCA.fit_transform,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit,"svClassifierRbfKPCA.fit(X_train2, y_train2)",272,"svClassifierRbfKPCA = SVC(kernel=""rbf"")",271.0,sklearn.svm.SVC.fit,sklearn,Python/Sports Avalytics/mfile.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\mfile.py
assignment_import,fit,"history = model.fit(X_train, Y_train, epochs = 300, batch_size = 50)",30,model = Sequential();,18.0,keras.models.Sequential.fit,keras,Python/Sports Avalytics/nn.py,harshareddy794/HACKTOBERFEST2020,C:\Users\tajki\OneDrive\Documents\GitHub\dataset-model-source_code-integration-analyzer\data\repositories_for_manual_analysis\harshareddy794@HACKTOBERFEST2020\Python\Sports Avalytics\nn.py
